puzzle,ans
千里相逢春草生,董
草盖三星,蕊
王子掌勺,玓
灾后八方来相助,炽
人去就当官,使
几内一日,凬
一寸的身高,射
二人土上说分明,主
未去朝天子,群
危机关头要团结,多
闲人免入,企
南望枝头李子落,琳
闪亮的心,恍
光棍打车,辇
关上你的右耳朵,联
宁可分离须同心,亭
千树万树梨花开,檄
四十年间一夕逢,舞
月光如注,清
水边的怪兽,漪
九九之弟,杂
辽西烽火起,逢
音乐让人心动,意
此人有偏见,扁
骑马出门闲不住,椅
两个十八岁的小伙子烧火,焚
四方春色正空前,躁
提前到达,挞
不好的贝壳,资
洞房花烛夜,窥
丰富的水源,沣
次品的碗碟,盗
西安夺冠,要
凶手倒下了,抠
分出一半,岔
有才能先脱贫,财
八千个太阳,香
水边的老虎,演
读者看似有钱人,锗
一木口中栽非杏也非呆,果
刀口行走,超
画中一人独耕犁,佃
丹朱,赫
如来上西天,娱
一心只有改革,总
西江月怀古,湖
专心致志,士
今日双王争霸,琴
双双结伴去异乡,缀
八尺见方,咫
两个人七把刀,彻
木偶,林
枕前芳心辗转,朴
白首雄心志不移,恁
火山上的兰花草,烂
似我,豫
一闪不见人影,闩
一生同心,性
他改革有方,施
差点发大水,汰
四面环山共拱北,冀
牧羊姑娘,妹
草因逢旱早凋零,莎
胡思乱想不专意,忿
叫人孝顺的文章,教
携手倾心相依语,揩
清楚后为时已晚,梦
火热的言语,谈
十月早晨雨水多,潮
大暑避炎阳,奢
生意火在岁首,灿
自白,记
个个思凡红丝断,筑
放刀的仓库,创
完全无头绪,玩
清晨日出,辰
提着锄头挖和尚庙,持
西楼一曲金乌坠,槽
村头放羊,样
电大广播,庵
职务变动要安心,聪
一二三五,罢
加多一点点,平
昂首向前心一条,怕
女生,姓
西北东北隔千里,乖
春秋半步曲,秦
渔村半落夕阳中,橹
一口吞下人与刀,囵
如意同心结,音
两丁抽一,丙
贵妇的生活,娴
九手力大无穷,抛
一辆飞车带人行,丙
皇上的耳朵,聋
寒山寺前牧黄牛,特
十人合一,木
手在树上采摘东西,采
重庆缺水记心上,愈
小丫过六一,卒
四人搬运死者,煮
双方马上安排,骂
投放资金有方,咨
人未改变,体
鸿雁于飞,江
山上还有山,出
十一又加一,坚
丸子滚到月牙旁,肒
亏欠一斤谷子,欲
竹林下的小妖,笑
千里归人空白头,香
十人一日吃一口,本
大家不承认,籁
半坡村前来相会,杜
富头少了盖,畗
放了上集接下集,林
转眼又是一天,曼
站着的女人,妾
皆大欢喜,筷
事事留心,吕
花岗岩脑袋,茁
差一点亦倒了,业
开门见八哥,阅
弓上两弦欲射月,胇
史载一官员,吏
乞求添上一横眉,气
一加一不等于二,王
先走,选
秋后的蚂蚱,烛
休言语,吾
全力协助,且
相依相伴对残月,羽
田上一把刀,鱼
目,置
春风三日草木多,茶
太阳上有树,杳
集体面貌有改观,椎
月下度重阳,胃
西边挂着告示,票
号召上下团结,日
天字开了口,升
张开嘴的贝壳,员
半是苦涩半是腥,湖
两夜得一句,够
有水平者得高薪,萍
尽力去办,尺
玫瑰半天两倾心,琵
心系冀中,思
有山有水好风光,汕
拥挤,侈
纵横天下为皇上,皋
风雨前头夜归还,夙
皓首西征,告
市长的高帽飞了,巾
北方的月亮,背
立着走路,趇
紊乱,纹
空前未有,工
一对秋波眉相连,丽
花前双方表爱心,营
土字头上戴帽,壬
雨后相逢,霜
恰好七夕一相会,死
六一早上聚会,章
纵横一方,叶
藏身于几棵数后,躲
泉水向西流,泊
无尾母羊,姜
一家有七口种田种一亩,兽
香气连夜传,移
减一正好六里,童
一加一之和,程
生日宴,安
离别在眼前,盼
君家门前水,润
两人并肩有爱心,怂
赛前留一手,批
一条长方形的鱼,鲂
吉祥的刀,周
虫有两个口,蛔
大米染色,精
九日太阳,旭
村里又来了一位女村官,树
竞赛推后了,批
何日水火能共容,爆
别壮士夜临易水,浆
明日去电大,腌
忠诚又可靠,实
田上千地无边,重
后备力量,男
证言不足先放行,政
八哥心儿向左偏,悦
人口结构要改变,丙
行中佳人忽然不见,街
日上心头庆六一,意
夹生饭,炊
一等鸟类,鸭
视而不见怎放心,祚
要带头破格用人,贾
里应外合一马当先,验
不语自含心透情,请
蜜中掺水,泌
寻根寄语,讨
头球一一出了界,大
伊人不见问无门,君
人日立春,三
平水泛舟扬孤帆,忠
大雨下到横山上,雪
勉力为之,免
泪落枕边,湘
提前安装,按
横眼看字丢一撇,罢
员外很给力,勋
暗淡无关,泣
湖中舟前耍大刀,刮
海边云间直相连,法
夕阳旁的晚霞没有雨,暇
九九重阳,相
前锋又进一球,钗
两个十八岁的小伙子被雨淋,霖
一人领头,伶
俺家没人,奄
冬天生病,疼
主持离寺,拄
小三重病痊愈出院,川
七十有后福,辐
当日作业,显
携手走进龙年,振
思,十
独具匠心立榜首,新
别后无人伴,判
后半部续前半部,陪
日出映西湖,泱
争先恐后到横山,急
母马,妈
第一突破口,匣
中国排球,王
大江截流展新姿,全
月光照在土地上,肚
伟人虽逝话犹存,讳
三十六计选上策,趣
小青有心眼,情
有右耳,郁
鸿雁高飞江水流,工
家前路头一见倾心,跎
两口子坐在狗身上,哭
不好碰面,孬
木水火土皆是假,镇
一抹斜阳水清浅,残
会走路的豆子,逗
与君府前会,廊
高山颠倒,嵩
少小离家心不离,必
雨来山倒,雪
龙年头一天,晨
冰轮偏向城头挂,肚
提前一日到达,担
层峦叠翠春草生,茁
真心相随需小心,慎
四面八方都是二,回
日文,旻
君口一开人即来,伊
有人站着吹口哨,俏
尝甘草,甜
赶紧占位置,站
炭,樵
一人站在小亭边,停
女人话少便是好,妙
竹林卧龙,笼
荧屏小姐,囡
洞口丛草生,茓
人人有关系,从
两个一般高,篙
相思泪一旁,湘
三丫头,羊
夫人差矣,二
一人一斤,伒
短笛悠扬绕上空,宙
安置就业无心虑,虚
无恒心则一定落后,宣
竹子下的肋骨,筋
桥头骏马飞,梭
太阳落到山脚下,岁
茶树之间除草木,人
点点积累求广知,痴
十一点进厂,压
放眼戈壁中,渺
两堆土旁一张皮,鞋
三水扯皮草下卧,菠
笔端由缘共此心,簧
一共六十天,期
与人方便,更
洛河边长草,落
恋人无心又相随,变
一黑一白一阴一阳,明
大气底下藏山河,氯
只剩下一只耳朵,职
阵西何人去,阿
五个人说话,语
增损格,吉
画中芳草入眼来,瞄
捐献衣被表我意,皮
羚羊奔走雪山下,零
湖心亭中,咕
参政之后树雄心,修
二十上面一个口,呈
会走路的舌头,适
胆怯无能把心迁,去
离厂还有五百米,厘
灯厂失火重新建,厅
上边像羊下边像牛,羞
织丝的工人,红
框下躲一人,贝
心如寒冰水儿止,怜
一串对折分两边各一半,中
羊儿游水波浪动,漾
刊首寄语,讦
一头牛在独木桥上走,生
水上三人叠罗汉,泰
白鹿溪中过,皫
来客进门要脱帽,阁
歹徒潜入凤巢又不见,夙
大水把土冲平了,江
披麻戴孝的鬼,魔
朗月清光入门来,阆
东坡补衣,被
草下站巨人,苣
汪汪流水今犹在,琴
太阳底下生火,炅
有心记不住,忘
看似心平实非平,怦
若要成功须出力,工
羚羊奔走在岩石上,岭
刀口上行走,迢
你一半我一半,伐
抬头往前走,拄
劫后喜相逢,嘉
一口又一口,回
行人靠右,佑
记在心上口难开,忌
抽出劳动力去栽树,荣
去一人还有口去一口还有人,合
一个白人头顶宝,宿
僧人不露面,曾
半取半送,联
巾挂杆上,币
头发是湿的,泼
人口一增心牵挂,恰
明月半边天,有
乡下变样靠四化,织
庙里坐着土地公,庄
弓箭之中夹稻谷,粥
徒手缚苍龙,振
横山下起火,灵
咱们工人有力量,功
望美人兮天各一方,娱
见人就变大,一
山峰连山峰山头草青青,茁
家中卖猪赚大洋,完
半字剃头发,干
岂能舍我留残梦,岁
黄昏前后,昔
二刀一并立阵前,那
门,启
一言一寸,讨
欲说无言因心直,悦
飞蛾扑火虫自灭,我
一尺多一点点,尽
轻轻把手招却见人狂逃,迢
来人已见闹市空,闪
木棍上边串个太阳,申
过去三日就是春,人
雁行一点上高空,突
旭日东升映窗前,究
山上有山猜出不算,岳
黄昏有阵雨,酒
解闷散心邀人来,闪
借才生财,贝
品德优良的女子,娘
迁入一口求其宜,适
摆酒杀鸡送仙人,汕
横遭囚禁,因
天无它大人有它大,一
有雨放假无人来,霞
盆上装无金的钱,盏
小白进工厂,原
有耳能听到有口能请教有心就烦恼,门
上下不分,卡
广州城内尽是土,庄
一王持一匕二王比拼,琵
下看八个口,㕣
人人见了都会念错,错
寺庙顶上竹林生,等
一大堆钱,鑫
广州城内林子多,麻
你一半我全部,俄
今天的贝壳,贪
两根扁担夹太阳,亘
烟缸,盔
有心走不快见水装不完长草难收拾遇食就可餐,曼
首相安倍终变傻,呆
船的一半还是船,舟
月亮肩上站着北,背
木头和羊背靠背,样
骨头上面长跟毛,舌
林下看夕阳,梦
二层楼开四方窗,噩
姜姑娘变成盆,盖
吾心自与客心连,夏
草盖鸟身,莺
左看两点水右看水两点,冰
昨日去与人联系,作
两目不同心相连,想
加上两点就能飞,乙
工人出头,土
军事论文,轮
吃一半扔一半,扣
第二次会面,观
一边弯一边胀,张
分手,扮
昔时人已没,借
新衣中间破大洞,哀
喜羊羊生病了,痒
初升在首都的太阳,景
有水把茶泡,包
两人一来就拜师,走
石头砌成墙,磊
水边又是四个太阳,漫
接二连三,日
桥头佳人相道别,桂
厂里养的狗,厌
留下一片心,思
莫作止字猜,步
推广到户,庐
除夕残年又逢春,桝
骨头掉在水中,滑
海边虚无出仙山,侮
鱼一条没有田没有刀,一
皇帝的新装,袭
埋头创业心无虑,墟
加减乘除,忮
心上有伤疤,必
灰,尘
一直来得早,日
什么房没有门,心
君子身边牵只羊,群
东邻芳草已凋零,防
竹即无言诗,等
上下只缺一闩,卡
官人竹下纳凉,管
没顶之灾,火
两根竹子,竺
田下埋月,胃
冲出包围朝前进,韩
人失足,牛
唯念难中可相依,何
街中积水地形凹,洼
什么猪没有嘴,雨
埋在奴家心底,怒
没有人难为他,也
工厂里面的苦力,历
竹下马一匹,笃
送走观音使不得,还
神况一半,祝
娄底商人该卖绸缎,缕
爿,版
汉朝没水,又
水是眼波横,泗
拔草洒下汗点点,萍
牛头马面,乌
句多一横难成句,旬
两只黄鹂鸣翠柳,精
春去三日二人归,众
十滴水,汁
拆掉围墙有人来,伟
走在上面坐在下面,圭
两轮明月,朋
带有病菌的风,疯
先一半后一半,告
左边有人,佐
水库,沧
兰舟一去人独归,送
树上挂着白毛巾,棉
火上加火烧野草,菼
欲言又止,认
勺子镶金边,钓
二月平,朋
人约黄昏后,炅
心死相依,忘
名列前茅,茗
半阴半晴,明
山中无老虎,珅
驿外断桥边,骄
从上至下广为团结,座
小狗一身嘴,器
一点一瞥罩一人,庆
这一页,题
开口就要钱,园
室外一轮红日家中一辆破车,晕
两匹马,冯
雨落大海不见水,霉
百友原来是一家,夏
二人扛根大木头,来
东南西北无弯路,置
一错再错铸成大错,爽
穿蚕丝的人,绪
增白皂,七
光字削发,兀
送你两个糖葫芦,串
众,侈
一位先生要走了,选
四张嘴有头没尾,由
人头两点四横长,美
神农架,枢
畔,日
横竖你最二,井
日迈长安远,宴
什么花没有叶,梅
两个小人,余
步行过河,涉
乘人先走了,乖
一只小羊在喝水,洋
十人,什
黄昏时候,晒
一个人坐在席子上,可
危楼高百尺,好
一个见字一个心,少
后羿射日,畀
一个螳螂一个车轮,朵
淋浴,哈
令人落下两点泪,冷
一桥飞架南北,工
失去凡心,几
最费时的工程,秃
太阳灶,心
四面都是山山山都相连,田
咋若无口日镶边,昨
锄禾日当午,香
八一起义,交
卖丝绸,周
天上下雨大山倾倒,雪
心大一点,态
村前河水流,柯
孙中山革命未成功,燕
比九多一点,丸
存钱到中行,衔
拿叉子挠马身上的虫子,骚
或多两撇有文采,彧
把手放在眼睛上,看
用尽心思为夺冠,奋
无风荷叶动,衡
女子倩影留,梦
天际孤帆愁别离,穗
撕去画皮,田
东边我的美人西边黄河流,何
马儿留下两滴泪,冯
小羊爬树,样
四十五天,胖
悔当初吾错失口,五
丰收年,移
千里来相会,骤
人在其字为位,立
小子戴高帽,享
早上,日
左边绿右边红左右相遇起凉风,秋
上看十个口,古
半疏绿竹西归见,缆
有心变成情人,倩
一会儿,兀
心不左不右不上不下,忠
美艳惊得丰躲藏,色
两个十八岁的情人分手,棼
天生一个仙人洞,吴
羊栓在树上,样
犹有优人去,猴
莫念杏困呆,束
魔鬼死了,麻
三面有墙一面空一个小孩坐当中,匹
人在园中,囚
回国团圆个个有,口
有功有过各占一半,边
六个口,吾
直立行走,真
一点一点分一点,汾
百里挑一千里挑一,伯
什么书没有字,天
国内有点变化,主
横看是二竖看也是二,井
秀才砍树,乃
恶狗咬倒吕洞宾,哭
丰富的色彩,艳
自身改革,百
取一半送一半,联
木上长黑点,术
一棵长着五张嘴的树,梧
六一,立
开山种田,画
心口上撒盐,感
树有心眼,想
夕阳西下有美女,要
两人十四个心,德
十件家具,真
一人牵来一匹马,驮
宝玉出走皆因木盟,宋
明天日全食,月
人不要自大,一
一又七分之一,片
小鸟开口叫,鸣
百家姓里排榜眼,钱
池里不见水地上不见土,也
宝贝小口头上开,员
九个口,味
桌椅样样齐备,木
在阳光下成长,星
西方小姐,要
穴内不可告人的秘密,窖
秀才进门把门关,团
舌头添手,扦
谢谢,憾
姊妹兄弟皆列土,管
妈妈,每
酸一半甜一半,酣
云破月来花弄影,能
王者之月不消亡,望
先生从前住西楼,杉
田在心上,思
你和猪,侏
斜月三星洞,心
作文入门,闵
八张口,只
大加称赞,字
南字反方向口字在中央,燕
论长论短莫多言,仑
出手大方,夺
飞来飞去,合
什么舞没有伴,独
外面会说话里面飘雪花,图
一个人发呆,保
包沙包熟包甜,瓠
什么人没有头,入
纵横交错,十
一点水准,淮
羊儿欢喜迎君来,群
七人草下躲,花
你站在女孩身边,好
万里长城,廊
呆子也要人来陪,保
脱下衣裳换围巾,常
三口重重叠莫把品字猜,目
断一半接一半接起来还是断,折
双手掩耳,摄
难免又生是非,堆
酒囊饭袋,胃
解开心结,懈
血盆,唬
风吹钞票满天飞,飘
满口牙齿,啮
十加十不是二十,丰
把手松开,巴
金字塔,鑫
美中不足,关
走上换日头,是
有水比湖大有木香气浓有雨长白斑有草果儿甜,每
最不透风的嘴,哈
分崩离析,棚
小日站在大日上,昌
回收一半,叫
池边枝头显春色,淋
长江断流,工
少女意中人,姻
二女儿,姿
口出国语,哗
写点东西留人间,火
忐无心气做底盘,上
一竖一边一点,卜
镜花水月,觑
骨头上面长根毛,舌
河边相会,湘
一叶扁舟盆上行,盘
上无兄长,歌
一人一半,伴
赛跑冠军,道
十日画一水,洵
重婚女人,替
勿用,甮
重点落实安全,金
老头十分丑,特
一刀劈开草寇头,荆
国王姓白,皇
欧洲人,伯
脸盆里行船,盘
一人一个口不能分开走,合
今有古没有你有我没有他们个个有,人
二水中分白鹭洲,兰
有凤凰而没有孔雀,几
先写百分再写十分,告
有眼看不见,害
闺房女子盖着头,安
